Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
31.448,1101,31,432000000,world,9.816000000975874,-9.805999992955607,4.2930000040101115,6.603260814624911e-09,-5.968342490938646e-09,5.783726478210918e-10,0.9999999999999999
31.456,1102,31,448000000,world,9.816000000975874,-9.805999992955607,4.2930000040101115,6.603260814624911e-09,-5.968342490938646e-09,5.783726478210918e-10,0.9999999999999999
31.48,1103,31,472000000,world,9.816000000975874,-9.805999992955607,4.2930000040101115,6.603260814624911e-09,-5.968342490938646e-09,5.783726478210918e-10,0.9999999999999999
31.52,1104,31,512000000,world,9.816000000975874,-9.805999992955607,4.2930000040101115,6.603260814624911e-09,-5.968342490938646e-09,5.783726478210918e-10,0.9999999999999999
31.536,1105,31,528000000,world,9.816000000975874,-9.805999992955607,4.2930000040101115,6.603260814624911e-09,-5.968342490938646e-09,5.783726478210918e-10,0.9999999999999999
31.552,1106,31,544000000,world,9.816000000975874,-9.805999992955607,4.2930000040101115,6.603260814624911e-09,-5.968342490938646e-09,5.783726478210918e-10,0.9999999999999999
31.568,1107,31,560000000,world,9.816000000975874,-9.805999992955607,4.2930000040101115,6.603260814624911e-09,-5.968342490938646e-09,5.783726478210918e-10,0.9999999999999999
31.592,1108,31,576000000,world,9.816000000444404,-9.805999992011238,4.293000003702736,4.836394852309827e-09,-6.008772722236351e-09,2.6952714041084576e-09,0.9999999999999999
31.6,1109,31,592000000,world,9.816000000444404,-9.805999992011238,4.293000003702736,4.836394852309827e-09,-6.008772722236351e-09,2.6952714041084576e-09,0.9999999999999999
31.616,1110,31,608000000,world,9.816000000444404,-9.805999992011238,4.293000003702736,4.836394852309827e-09,-6.008772722236351e-09,2.6952714041084576e-09,0.9999999999999999
31.632,1111,31,632000000,world,9.816000000034117,-9.805999991294,4.293000003368663,4.140556960466687e-09,-5.563599008503314e-09,4.299255411113175e-09,0.9999999999999999
31.656,1112,31,648000000,world,9.816000000034117,-9.805999991294,4.293000003368663,4.140556960466687e-09,-5.563599008503314e-09,4.299255411113175e-09,0.9999999999999999
31.664,1113,31,656000000,world,9.816000000034117,-9.805999991294,4.293000003368663,4.140556960466687e-09,-5.563599008503314e-09,4.299255411113175e-09,0.9999999999999999
31.68,1114,31,672000000,world,9.816000000034117,-9.805999991294,4.293000003368663,4.140556960466687e-09,-5.563599008503314e-09,4.299255411113175e-09,0.9999999999999999
31.696,1115,31,688000000,world,9.815999999653066,-9.805999990614195,4.293000003299143,3.6336627512661063e-09,-5.606733917466107e-09,5.814762489101383e-09,0.9999999999999999
31.72,1116,31,704000000,world,9.815999999653066,-9.805999990614195,4.293000003299143,3.6336627512661063e-09,-5.606733917466107e-09,5.814762489101383e-09,0.9999999999999999
31.736,1117,31,720000000,world,9.815999999653066,-9.805999990614195,4.293000003299143,3.6336627512661063e-09,-5.606733917466107e-09,5.814762489101383e-09,0.9999999999999999
31.752,1118,31,736000000,world,9.815999999653066,-9.805999990614195,4.293000003299143,3.6336627512661063e-09,-5.606733917466107e-09,5.814762489101383e-09,0.9999999999999999
31.776,1119,31,768000000,world,9.815999999290014,-9.805999989963222,4.293000003276956,3.324441897009198e-09,-5.6712106980615925e-09,7.263241249631427e-09,0.9999999999999999
31.792,1120,31,784000000,world,9.815999999290014,-9.805999989963222,4.293000003276956,3.324441897009198e-09,-5.6712106980615925e-09,7.263241249631427e-09,0.9999999999999999
31.816,1121,31,800000000,world,9.815999999290014,-9.805999989963222,4.293000003276956,3.324441897009198e-09,-5.6712106980615925e-09,7.263241249631427e-09,0.9999999999999999
31.824,1122,31,816000000,world,9.815999999290014,-9.805999989963222,4.293000003276956,3.324441897009198e-09,-5.6712106980615925e-09,7.263241249631427e-09,0.9999999999999999
31.84,1123,31,832000000,world,9.815999998949724,-9.805999989352578,4.293000003273092,3.135645980368452e-09,-5.726745248809668e-09,8.620815990168206e-09,0.9999999999999999
31.864,1124,31,848000000,world,9.815999998949724,-9.805999989352578,4.293000003273092,3.135645980368452e-09,-5.726745248809668e-09,8.620815990168206e-09,0.9999999999999999
31.872,1125,31,864000000,world,9.815999998949724,-9.805999989352578,4.293000003273092,3.135645980368452e-09,-5.726745248809668e-09,8.620815990168206e-09,0.9999999999999999
31.896,1126,31,880000000,world,9.815999998647213,-9.805999988810015,4.293000003271309,3.0263451606330065e-09,-5.7559610795376705e-09,9.826501882477672e-09,0.9999999999999999
31.904,1127,31,896000000,world,9.815999998647213,-9.805999988810015,4.293000003271309,3.0263451606330065e-09,-5.7559610795376705e-09,9.826501882477672e-09,0.9999999999999999
31.92,1128,31,912000000,world,9.815999998647213,-9.805999988810015,4.293000003271309,3.0263451606330065e-09,-5.7559610795376705e-09,9.826501882477672e-09,0.9999999999999999
31.936,1129,31,928000000,world,9.815999998647213,-9.805999988810015,4.293000003271309,3.0263451606330065e-09,-5.7559610795376705e-09,9.826501882477672e-09,0.9999999999999999
31.952,1130,31,944000000,world,9.815999998647213,-9.805999988810015,4.293000003271309,3.0263451606330065e-09,-5.7559610795376705e-09,9.826501882477672e-09,0.9999999999999999
31.976,1131,31,952000000,world,9.815999998356778,-9.8059999882885,4.293000003283418,2.9623023837798864e-09,-5.796798932728383e-09,1.0984856528484604e-08,0.9999999999999999
31.992,1132,31,976000000,world,9.815999997447088,-9.805999986629278,4.293000003794745,3.215905044592583e-09,-6.745282796171781e-09,1.4659378096848846e-08,0.9999999999999999
