Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,twist.linear.x,twist.linear.y,twist.linear.z,twist.angular.x,twist.angular.y,twist.angular.z
316.912,11659,316,904000000,world,0.0012251400241747386,0.10826461535114489,0.011818108593932621,-0.0005614655391341329,0.0005392429724259802,0.0021387334671132134
316.952,11660,316,944000000,world,0.0011418058775955304,0.10663245814188628,0.011687802194171086,-0.0006181114765636952,0.0009341467886069913,0.0027840610507885956
316.984,11661,316,968000000,world,0.0015286915358699118,0.105536807414771,0.01181672113459853,-0.0006591584467281977,0.001259281684406856,0.0033422793553285588
317.008,11662,317,0,world,0.0015777622411213173,0.1048506288277219,0.011810232008323138,-0.0006867557745016673,0.0015105103230314216,0.0038058906918830323
317.04,11663,317,40000000,world,0.0014861335554302649,0.1032015135461085,0.011704664799454966,-0.0007028272042875035,0.0016890320574038332,0.004172636621793859
317.072,11664,317,64000000,world,0.0006055458076443892,0.10100678335675167,0.011229293656288289,-0.0007083969410686961,0.0017946239842078025,0.00443474836211788
317.128,11665,317,112000000,world,0.000392101883557003,0.0988467898934542,0.011056827938434254,-0.0007023838182983564,0.0018453218671944077,0.004646346291304467
317.144,11666,317,128000000,world,0.0004257792247736237,0.09807603852320526,0.011059188396276152,-0.0006970426225089504,0.0018387040331387513,0.004672204140388174
317.2,11667,317,192000000,world,0.00018643773021559455,0.0951643590243892,0.010837057839335886,-0.0006624749147222896,0.001686262242460869,0.004489923733496359
317.248,11668,317,240000000,world,4.081530592363952e-05,0.09318665822026626,0.01068590923722252,-0.0006201902826291313,0.0014286142408321508,0.004013627996770901
317.384,11669,317,368000000,world,-0.0005356312079649072,0.08626929960807865,0.010223483299267623,-0.00045995375949288057,0.0004765825500751885,0.0020176084991163326
317.416,11670,317,400000000,world,-0.0006108052369933053,0.08479252121444633,0.010107608355308436,-0.0004140903383779894,0.00022326078306505266,0.001465444034450077
317.536,11671,317,528000000,world,-0.001064974551058646,0.07974733634392292,0.009680481134962069,-0.00022447010764531635,-0.0008803152843760266,-0.0008834259281891609
317.656,11672,317,640000000,world,-0.0012881375883283073,0.07558846158710295,0.009297634517654375,-5.397407948964046e-05,-0.001852097870817864,-0.0029180316134531747
317.68,11673,317,672000000,world,-0.0010119851518675782,0.07296751216294224,0.009218342123394474,-5.22604187909966e-06,-0.002082520592377201,-0.0034283710459214016
317.696,11674,317,688000000,world,-0.0010114260292096076,0.07223769922843652,0.00916643528897769,1.9396470444685027e-05,-0.002188157594801636,-0.00366927446047775
317.784,11675,317,768000000,world,-0.0009841922764827077,0.06943030813338608,0.008935646944060271,0.00014221863405878302,-0.0025047231848236247,-0.0045594250975169014
317.792,11676,317,784000000,world,-0.000976312833652298,0.06891309179201799,0.008890743283416483,0.0001661604445033248,-0.0025232746350900056,-0.004670265557328305
317.872,11677,317,864000000,world,-0.001213688824471068,0.06668713347981119,0.008558023054188985,0.00027450315828554504,-0.002523434545499516,-0.004955424090213002
317.928,11678,317,912000000,world,-0.0011755152082836783,0.06552210699485318,0.008430330595908708,0.00033030848515069996,-0.002394288710171828,-0.004911441655657924
317.952,11679,317,944000000,world,-0.001393410543462868,0.06463898878546248,0.008283866300823459,0.0003622161346967473,-0.002258633860879163,-0.004799180386791297
317.976,11680,317,960000000,world,-0.0013750610511595665,0.06434038520906236,0.00824468189466828,0.000376946175855871,-0.0021776739242199803,-0.004719053499389732
317.984,11681,317,976000000,world,-0.0007914018808022889,0.06488031359090672,0.008534064979484187,0.0003909080064276976,-0.002092234530389869,-0.004626406165048827
318.0,11682,317,992000000,world,-0.000766146185107178,0.06455757216733884,0.008498772726087114,0.0004037573686708972,-0.001999476453027836,-0.004519625573405969
318.032,11683,318,24000000,world,-0.0006721577534591483,0.06380870834919906,0.008449202414718852,0.0004270394374065629,-0.0018005182927687852,-0.004274089162634383
318.088,11684,318,72000000,world,-0.0005765504137112513,0.06300484275698204,0.008363134549634657,0.00045637453647704855,-0.0014756429438025837,-0.0038451447795319164
318.136,11685,318,120000000,world,-0.00040944393408170646,0.06261547167032956,0.008348553535000115,0.00047894167785421675,-0.0011313708957713835,-0.00336711849157229
318.152,11686,318,136000000,world,-0.00037008370254019334,0.06252729621817597,0.008329981831008153,0.00048442531382109246,-0.0010154664456958372,-0.003201644865523847
318.16,11687,318,152000000,world,-0.00033948833806968974,0.06243037224740086,0.00830188880609224,0.0004886467295271515,-0.0008988797416562214,-0.003033562706227232
318.208,11688,318,184000000,world,-0.0002579235295177089,0.062340190810882865,0.008270180428450449,0.000494184404878209,-0.0006711953005879431,-0.002698441821166888
318.208,11689,318,208000000,world,-0.00019792650067893762,0.06231103659133941,0.008246549828873817,0.000495603746697033,-0.0005594815101193836,-0.0025305225969172724
318.232,11690,318,232000000,world,-0.00015205019896828476,0.06222736608910771,0.008207080895150945,0.0004955942501023518,-0.0004435698755190071,-0.002355379439781549
318.256,11691,318,240000000,world,-0.00011615631262373373,0.06386986239171454,0.008227300794819164,0.0004946030828656492,-0.0003277912773206401,-0.002177664967402774
318.296,11692,318,256000000,world,-7.874718652600495e-05,0.06400366440500369,0.008202034599048396,0.0004926168782260674,-0.00021515645918418542,-0.0020024539591151197
318.312,11693,318,296000000,world,-6.180701302430948e-06,0.06395414910549242,0.008137438871673229,0.0004892631574142585,-0.00010507397362332851,-0.0018288247302934556
318.328,11694,318,328000000,world,5.7696846410797324e-05,0.06407057996409304,0.008086081483764659,0.00048436621494311443,5.319019427643109e-06,-0.0016507552316907246
318.344,11695,318,344000000,world,8.492534995667553e-05,0.06405965894622145,0.008059841070057076,0.000477598324514179,0.0001188723551157932,-0.001464742173818265
