Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
147.232,6857,147,224000000,world,11.248267296572685,-6.590108437430741,4.295888372343111,0.0005137876141043157,-0.0014231620011438096,-0.01494518293431117,0.9998871697042953
147.248,6858,147,240000000,world,11.248267969636771,-6.590105888253918,4.2958881340677175,0.0005130801628443255,-0.0014227644621052514,-0.01494999614842422,0.9998870986792429
147.248,6859,147,248000000,world,11.24826830640036,-6.59010465306385,4.295888009891939,0.000512731760508435,-0.0014225673672337074,-0.014952362658558175,0.9998870637522793
147.272,6860,147,264000000,world,11.248269317696936,-6.590101104851481,4.295887619968456,0.0005117130046377245,-0.0014219875038854147,-0.01495930177974605,0.9998869613069281
147.296,6861,147,280000000,world,11.248269992803747,-6.590098870292561,4.295887346859084,0.00051105818952661,-0.0014216128142827355,-0.014963794148869735,0.9998868949542261
147.32,6862,147,296000000,world,11.248270330659738,-6.590097792178301,4.295887206716609,0.000510738692516072,-0.0014214297111522873,-0.014966000215046682,0.9998868623605011
147.336,6863,147,336000000,world,11.248272023432992,-6.590092791423992,4.295886474491203,0.0005092273735902593,-0.0014205651950658187,-0.014976629060770992,0.9998867052141381
147.344,6864,147,344000000,world,11.248272362709498,-6.590091868593967,4.295886321760638,0.0005089432762371991,-0.0014204025873081631,-0.014978675238552923,0.9998866749393802
147.368,6865,147,368000000,world,11.248273382091671,-6.59008925149076,4.295885851065174,0.0005081321044767577,-0.0014199357455465076,-0.014984658744624216,0.9998865863619484
147.384,6866,147,376000000,world,11.248273722435966,-6.590088428113264,4.295885689917285,0.0005078775148440335,-0.0014197870151829888,-0.014986603769141339,0.9998865575517697
147.456,6867,147,448000000,world,11.248276830663478,-6.5900821158697624,4.295884139365638,0.0005059385094982022,-0.0014186221278402072,-0.015003151544359635,0.9998863120281327
147.552,6868,147,552000000,world,11.248281632465961,-6.5900765209862024,4.295881657993294,0.0005040156350419981,-0.0014176184939549525,-0.015024477946446388,0.9998859941955792
147.568,6869,147,568000000,world,11.248282409301641,-6.590076021759661,4.295881266652992,0.0005037896939376954,-0.0014175413223887134,-0.015027485744153921,0.9998859492185861
147.6,6870,147,592000000,world,11.248283582256137,-6.590075429794373,4.295880692196189,0.0005034759826383041,-0.001417456495968896,-0.015031800231700088,0.9998858846442485
147.608,6871,147,600000000,world,11.248284366793428,-6.590075134196803,4.2958803175837135,0.0005032885786166083,-0.0014174184885430313,-0.015034539366516303,0.9998858436098953
147.624,6872,147,616000000,world,11.24828515176858,-6.590074913721531,4.295879949651973,0.000503123812238689,-0.0014173940120597109,-0.01503716767481948,0.999885804204142
147.632,6873,147,632000000,world,11.24828554438286,-6.590074831280569,4.295879768191728,0.0005030504895740353,-0.0014173868226013296,-0.015038440957371578,0.9998857851016645
147.648,6874,147,648000000,world,11.248286329851009,-6.590074721192973,4.295879410283551,0.0005029233651242644,-0.001417382539300574,-0.01504090755762925,0.9998857480705828
147.712,6875,147,712000000,world,11.248289474911193,-6.590075015920424,4.295878045480628,0.0005026838879756404,-0.0014175003660094967,-0.015049728480286375,0.999885615295215
147.768,6876,147,768000000,world,11.248292235665662,-6.59007618231228,4.295876896916476,0.0005027010004800991,-0.001417713479038061,-0.015056215539567507,0.9998855173237693
147.784,6877,147,784000000,world,11.248293027773052,-6.590076648074319,4.295876569702209,0.0005027173543791691,-0.0014177826338119877,-0.015057868182370135,0.9998854923307304
147.824,6878,147,824000000,world,11.248294619719418,-6.590077691365651,4.2958759150633785,0.0005027255236706867,-0.001417931835604193,-0.015060869175013071,0.9998854469168208
147.832,6879,147,832000000,world,11.2482954193037,-6.590078263255009,4.295875587646701,0.0005027129823905783,-0.0014180123983853078,-0.015062216166050493,0.99988542651879
147.856,6880,147,848000000,world,11.24829581953632,-6.590078557157218,4.295875423920665,0.0005026995031140267,-0.0014180547860374625,-0.015062854201040306,0.9998854168539272
147.872,6881,147,872000000,world,11.248297422801373,-6.590079781082582,4.295874768905109,0.0005026013886883958,-0.0014182392215774128,-0.015065182350664562,0.9998853815663553
147.88,6882,147,880000000,world,11.248297823131791,-6.5900800981084755,4.295874605117346,0.0005025674544458203,-0.0014182883003844746,-0.015065713435915097,0.9998853735118429
147.904,6883,147,896000000,world,11.248298616203313,-6.590080742818953,4.295874277454583,0.0005024944940173077,-0.0014183843553141338,-0.015066737789480993,0.9998853579773469
147.912,6884,147,912000000,world,11.24829939606378,-6.590081399441973,4.295873949655985,0.0005024150954043185,-0.001418475028640961,-0.015067719437128289,0.9998853430962118
147.936,6885,147,928000000,world,11.248300161766199,-6.59008206431329,4.295873621718231,0.0005023265037308139,-0.0014185594146069423,-0.015068658038073982,0.9998853288763679
147.944,6886,147,944000000,world,11.248300913353967,-6.5900827359916745,4.295873293642924,0.0005022272458236852,-0.001418637492619878,-0.01506955197202486,0.999885315343125
147.968,6887,147,960000000,world,11.248301650879338,-6.590083412736477,4.295872965431749,0.0005021195716187432,-0.0014187092960496032,-0.015070402778672097,0.9998853024722174
148.008,6888,147,992000000,world,11.248303779561052,-6.590085457377173,4.2958719799982585,0.0005017705250011296,-0.0014188874206763132,-0.015072714153422246,0.9998852675546716
148.008,6889,148,8000000,world,11.248303779561052,-6.590085457377173,4.2958719799982585,0.0005017705250011296,-0.0014188874206763132,-0.015072714153422246,0.9998852675546716
148.032,6890,148,32000000,world,11.248304796686702,-6.590086481566719,4.29587148683598,0.0005015909074939477,-0.001418955475871466,-0.01507373985310474,0.9998852520858381
148.056,6891,148,40000000,world,11.248305128678753,-6.590086822272324,4.295871322382884,0.0005015317613031275,-0.0014189750015309052,-0.015074063248741755,0.9998852472124041
